drug,receptor_block,seed,pose_rank,vina_score_kcal_mol,rmsd_lb,rmsd_ub,source_file,line_number,record_index,record_status,raw_record,source_pdbqt
lormetazepam,alpha1,2026091903,1,-8.859,0.0,0.0,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091903/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -8.859      0.000      0.000,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091903/poses.pdbqt
lormetazepam,alpha1,2026091903,2,-7.528,4.474,6.974,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091903/poses.pdbqt,43,2,valid,REMARK VINA RESULT:    -7.528      4.474      6.974,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091903/poses.pdbqt
lormetazepam,alpha1,2026091903,3,-7.26,2.914,4.74,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091903/poses.pdbqt,84,3,valid,REMARK VINA RESULT:    -7.260      2.914      4.740,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091903/poses.pdbqt
lormetazepam,alpha1,2026091903,4,-7.113,4.633,6.945,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091903/poses.pdbqt,125,4,valid,REMARK VINA RESULT:    -7.113      4.633      6.945,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091903/poses.pdbqt
lormetazepam,alpha1,2026091903,5,-6.977,2.709,5.992,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091903/poses.pdbqt,166,5,valid,REMARK VINA RESULT:    -6.977      2.709      5.992,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091903/poses.pdbqt
lormetazepam,alpha1,2026091903,6,-6.884,4.117,5.592,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091903/poses.pdbqt,207,6,valid,REMARK VINA RESULT:    -6.884      4.117      5.592,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091903/poses.pdbqt
lormetazepam,alpha1,2026091903,7,-6.675,4.239,5.874,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091903/poses.pdbqt,248,7,valid,REMARK VINA RESULT:    -6.675      4.239      5.874,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091903/poses.pdbqt
lormetazepam,alpha1,2026091903,8,-6.628,4.385,7.059,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091903/poses.pdbqt,289,8,valid,REMARK VINA RESULT:    -6.628      4.385      7.059,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091903/poses.pdbqt
lormetazepam,alpha1,2026091903,9,-6.586,5.18,7.383,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091903/poses.pdbqt,330,9,valid,REMARK VINA RESULT:    -6.586      5.180      7.383,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091903/poses.pdbqt
lormetazepam,alpha1,2026091904,1,-8.857,0.0,0.0,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091904/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -8.857      0.000      0.000,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091904/poses.pdbqt
lormetazepam,alpha1,2026091904,2,-7.46,4.466,6.951,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091904/poses.pdbqt,43,2,valid,REMARK VINA RESULT:    -7.460      4.466      6.951,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091904/poses.pdbqt
lormetazepam,alpha1,2026091904,3,-7.251,2.914,4.753,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091904/poses.pdbqt,84,3,valid,REMARK VINA RESULT:    -7.251      2.914      4.753,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091904/poses.pdbqt
lormetazepam,alpha1,2026091904,4,-7.075,2.819,5.779,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091904/poses.pdbqt,125,4,valid,REMARK VINA RESULT:    -7.075      2.819      5.779,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091904/poses.pdbqt
lormetazepam,alpha1,2026091904,5,-6.91,2.703,5.979,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091904/poses.pdbqt,166,5,valid,REMARK VINA RESULT:    -6.910      2.703      5.979,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091904/poses.pdbqt
lormetazepam,alpha1,2026091904,6,-6.697,4.222,5.85,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091904/poses.pdbqt,207,6,valid,REMARK VINA RESULT:    -6.697      4.222      5.850,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091904/poses.pdbqt
lormetazepam,alpha1,2026091904,7,-6.664,4.426,7.083,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091904/poses.pdbqt,248,7,valid,REMARK VINA RESULT:    -6.664      4.426      7.083,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091904/poses.pdbqt
lormetazepam,alpha1,2026091904,8,-6.456,4.616,6.316,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091904/poses.pdbqt,289,8,valid,REMARK VINA RESULT:    -6.456      4.616      6.316,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091904/poses.pdbqt
lormetazepam,alpha1,2026091904,9,-6.287,5.182,7.063,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091904/poses.pdbqt,330,9,valid,REMARK VINA RESULT:    -6.287      5.182      7.063,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091904/poses.pdbqt
lormetazepam,alpha1,2026091905,1,-8.85,0.0,0.0,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091905/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -8.850      0.000      0.000,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091905/poses.pdbqt
lormetazepam,alpha1,2026091905,2,-7.532,4.488,6.973,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091905/poses.pdbqt,43,2,valid,REMARK VINA RESULT:    -7.532      4.488      6.973,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091905/poses.pdbqt
lormetazepam,alpha1,2026091905,3,-7.252,2.913,4.744,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091905/poses.pdbqt,84,3,valid,REMARK VINA RESULT:    -7.252      2.913      4.744,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091905/poses.pdbqt
lormetazepam,alpha1,2026091905,4,-7.095,4.487,6.814,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091905/poses.pdbqt,125,4,valid,REMARK VINA RESULT:    -7.095      4.487      6.814,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091905/poses.pdbqt
lormetazepam,alpha1,2026091905,5,-6.911,2.717,6.008,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091905/poses.pdbqt,166,5,valid,REMARK VINA RESULT:    -6.911      2.717      6.008,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091905/poses.pdbqt
lormetazepam,alpha1,2026091905,6,-6.664,4.224,5.859,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091905/poses.pdbqt,207,6,valid,REMARK VINA RESULT:    -6.664      4.224      5.859,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091905/poses.pdbqt
lormetazepam,alpha1,2026091905,7,-6.61,4.265,7.012,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091905/poses.pdbqt,248,7,valid,REMARK VINA RESULT:    -6.610      4.265      7.012,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091905/poses.pdbqt
lormetazepam,alpha1,2026091905,8,-6.437,4.606,6.462,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091905/poses.pdbqt,289,8,valid,REMARK VINA RESULT:    -6.437      4.606      6.462,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091905/poses.pdbqt
lormetazepam,alpha1,2026091905,9,-6.272,4.736,6.772,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091905/poses.pdbqt,330,9,valid,REMARK VINA RESULT:    -6.272      4.736      6.772,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha1/2026091905/poses.pdbqt
lormetazepam,alpha2,2026091901,1,-6.875,0.0,0.0,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091901/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -6.875      0.000      0.000,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091901/poses.pdbqt
lormetazepam,alpha2,2026091901,2,-6.431,2.749,6.026,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091901/poses.pdbqt,43,2,valid,REMARK VINA RESULT:    -6.431      2.749      6.026,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091901/poses.pdbqt
lormetazepam,alpha2,2026091901,3,-6.406,2.956,4.401,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091901/poses.pdbqt,84,3,valid,REMARK VINA RESULT:    -6.406      2.956      4.401,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091901/poses.pdbqt
lormetazepam,alpha2,2026091901,4,-6.273,2.553,3.764,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091901/poses.pdbqt,125,4,valid,REMARK VINA RESULT:    -6.273      2.553      3.764,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091901/poses.pdbqt
lormetazepam,alpha2,2026091901,5,-6.257,2.16,3.531,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091901/poses.pdbqt,166,5,valid,REMARK VINA RESULT:    -6.257      2.160      3.531,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091901/poses.pdbqt
lormetazepam,alpha2,2026091901,6,-6.247,3.331,5.546,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091901/poses.pdbqt,207,6,valid,REMARK VINA RESULT:    -6.247      3.331      5.546,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091901/poses.pdbqt
lormetazepam,alpha2,2026091901,7,-6.183,2.942,4.114,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091901/poses.pdbqt,248,7,valid,REMARK VINA RESULT:    -6.183      2.942      4.114,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091901/poses.pdbqt
lormetazepam,alpha2,2026091901,8,-6.146,2.804,4.202,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091901/poses.pdbqt,289,8,valid,REMARK VINA RESULT:    -6.146      2.804      4.202,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091901/poses.pdbqt
lormetazepam,alpha2,2026091901,9,-5.832,2.641,5.786,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091901/poses.pdbqt,330,9,valid,REMARK VINA RESULT:    -5.832      2.641      5.786,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091901/poses.pdbqt
lormetazepam,alpha2,2026091902,1,-6.868,0.0,0.0,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091902/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -6.868      0.000      0.000,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091902/poses.pdbqt
lormetazepam,alpha2,2026091902,2,-6.48,2.75,6.019,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091902/poses.pdbqt,43,2,valid,REMARK VINA RESULT:    -6.480      2.750      6.019,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091902/poses.pdbqt
lormetazepam,alpha2,2026091902,3,-6.419,2.44,3.063,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091902/poses.pdbqt,84,3,valid,REMARK VINA RESULT:    -6.419      2.440      3.063,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091902/poses.pdbqt
lormetazepam,alpha2,2026091902,4,-6.407,2.943,4.383,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091902/poses.pdbqt,125,4,valid,REMARK VINA RESULT:    -6.407      2.943      4.383,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091902/poses.pdbqt
lormetazepam,alpha2,2026091902,5,-6.379,2.555,5.256,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091902/poses.pdbqt,166,5,valid,REMARK VINA RESULT:    -6.379      2.555      5.256,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091902/poses.pdbqt
lormetazepam,alpha2,2026091902,6,-6.353,2.095,3.509,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091902/poses.pdbqt,207,6,valid,REMARK VINA RESULT:    -6.353      2.095      3.509,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091902/poses.pdbqt
lormetazepam,alpha2,2026091902,7,-6.261,2.555,3.796,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091902/poses.pdbqt,248,7,valid,REMARK VINA RESULT:    -6.261      2.555      3.796,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091902/poses.pdbqt
lormetazepam,alpha2,2026091902,8,-6.173,3.027,4.198,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091902/poses.pdbqt,289,8,valid,REMARK VINA RESULT:    -6.173      3.027      4.198,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091902/poses.pdbqt
lormetazepam,alpha2,2026091902,9,-6.115,2.805,4.172,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091902/poses.pdbqt,330,9,valid,REMARK VINA RESULT:    -6.115      2.805      4.172,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091902/poses.pdbqt
lormetazepam,alpha2,2026091903,1,-6.898,0.0,0.0,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091903/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -6.898      0.000      0.000,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091903/poses.pdbqt
lormetazepam,alpha2,2026091903,2,-6.543,2.276,4.549,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091903/poses.pdbqt,43,2,valid,REMARK VINA RESULT:    -6.543      2.276      4.549,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091903/poses.pdbqt
lormetazepam,alpha2,2026091903,3,-6.409,2.981,4.443,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091903/poses.pdbqt,84,3,valid,REMARK VINA RESULT:    -6.409      2.981      4.443,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091903/poses.pdbqt
lormetazepam,alpha2,2026091903,4,-6.398,2.734,5.759,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091903/poses.pdbqt,125,4,valid,REMARK VINA RESULT:    -6.398      2.734      5.759,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091903/poses.pdbqt
lormetazepam,alpha2,2026091903,5,-6.329,2.085,3.463,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091903/poses.pdbqt,166,5,valid,REMARK VINA RESULT:    -6.329      2.085      3.463,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091903/poses.pdbqt
lormetazepam,alpha2,2026091903,6,-6.314,2.549,3.769,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091903/poses.pdbqt,207,6,valid,REMARK VINA RESULT:    -6.314      2.549      3.769,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091903/poses.pdbqt
lormetazepam,alpha2,2026091903,7,-6.239,3.336,5.616,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091903/poses.pdbqt,248,7,valid,REMARK VINA RESULT:    -6.239      3.336      5.616,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091903/poses.pdbqt
lormetazepam,alpha2,2026091903,8,-6.131,2.467,3.981,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091903/poses.pdbqt,289,8,valid,REMARK VINA RESULT:    -6.131      2.467      3.981,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091903/poses.pdbqt
lormetazepam,alpha2,2026091903,9,-6.123,2.804,4.186,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091903/poses.pdbqt,330,9,valid,REMARK VINA RESULT:    -6.123      2.804      4.186,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091903/poses.pdbqt
lormetazepam,alpha2,2026091904,1,-6.878,0.0,0.0,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091904/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -6.878      0.000      0.000,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091904/poses.pdbqt
lormetazepam,alpha2,2026091904,2,-6.475,2.771,6.006,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091904/poses.pdbqt,43,2,valid,REMARK VINA RESULT:    -6.475      2.771      6.006,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091904/poses.pdbqt
lormetazepam,alpha2,2026091904,3,-6.441,2.69,3.529,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091904/poses.pdbqt,84,3,valid,REMARK VINA RESULT:    -6.441      2.690      3.529,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091904/poses.pdbqt
lormetazepam,alpha2,2026091904,4,-6.415,2.519,5.287,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091904/poses.pdbqt,125,4,valid,REMARK VINA RESULT:    -6.415      2.519      5.287,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091904/poses.pdbqt
lormetazepam,alpha2,2026091904,5,-6.402,2.969,4.414,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091904/poses.pdbqt,166,5,valid,REMARK VINA RESULT:    -6.402      2.969      4.414,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091904/poses.pdbqt
lormetazepam,alpha2,2026091904,6,-6.282,3.387,5.591,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091904/poses.pdbqt,207,6,valid,REMARK VINA RESULT:    -6.282      3.387      5.591,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091904/poses.pdbqt
lormetazepam,alpha2,2026091904,7,-6.261,2.563,3.769,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091904/poses.pdbqt,248,7,valid,REMARK VINA RESULT:    -6.261      2.563      3.769,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091904/poses.pdbqt
lormetazepam,alpha2,2026091904,8,-6.131,2.809,4.196,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091904/poses.pdbqt,289,8,valid,REMARK VINA RESULT:    -6.131      2.809      4.196,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091904/poses.pdbqt
lormetazepam,alpha2,2026091904,9,-5.882,3.06,4.74,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091904/poses.pdbqt,330,9,valid,REMARK VINA RESULT:    -5.882      3.060      4.740,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091904/poses.pdbqt
lormetazepam,alpha2,2026091905,1,-6.876,0.0,0.0,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091905/poses.pdbqt,2,1,valid,REMARK VINA RESULT:    -6.876      0.000      0.000,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091905/poses.pdbqt
lormetazepam,alpha2,2026091905,2,-6.489,2.758,6.002,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091905/poses.pdbqt,43,2,valid,REMARK VINA RESULT:    -6.489      2.758      6.002,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091905/poses.pdbqt
lormetazepam,alpha2,2026091905,3,-6.421,2.498,5.245,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091905/poses.pdbqt,84,3,valid,REMARK VINA RESULT:    -6.421      2.498      5.245,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091905/poses.pdbqt
lormetazepam,alpha2,2026091905,4,-6.411,2.963,4.416,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091905/poses.pdbqt,125,4,valid,REMARK VINA RESULT:    -6.411      2.963      4.416,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091905/poses.pdbqt
lormetazepam,alpha2,2026091905,5,-6.322,2.539,4.717,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091905/poses.pdbqt,166,5,valid,REMARK VINA RESULT:    -6.322      2.539      4.717,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091905/poses.pdbqt
lormetazepam,alpha2,2026091905,6,-6.317,2.114,3.454,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091905/poses.pdbqt,207,6,valid,REMARK VINA RESULT:    -6.317      2.114      3.454,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091905/poses.pdbqt
lormetazepam,alpha2,2026091905,7,-6.204,2.591,3.771,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091905/poses.pdbqt,248,7,valid,REMARK VINA RESULT:    -6.204      2.591      3.771,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091905/poses.pdbqt
lormetazepam,alpha2,2026091905,8,-6.157,3.251,5.119,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091905/poses.pdbqt,289,8,valid,REMARK VINA RESULT:    -6.157      3.251      5.119,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091905/poses.pdbqt
lormetazepam,alpha2,2026091905,9,-6.128,2.782,4.15,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091905/poses.pdbqt,330,9,valid,REMARK VINA RESULT:    -6.128      2.782      4.150,raw/archives/lormetazepam.tar.gz::lormetazepam/alpha2/2026091905/poses.pdbqt
